ln1,lt1,ln2,lt2,POIID,Distance
-113.22200,53.70170,-113.485734,53.546167,POI2,24.535286
-113.40520,53.35883,-113.485734,53.546167,POI2,21.509394
-113.43939,53.43276,-113.485734,53.546167,POI2,12.981733
-74.04100,45.38380,-73.566024,45.521629,POI3,40.106785
-113.61400,53.64150,-113.485734,53.546167,POI2,13.569869
-113.56100,53.53190,-113.485734,53.546167,POI2,5.222124
-113.62300,53.51290,-113.485734,53.546167,POI2,9.800828
-113.40575,53.43941,-113.485734,53.546167,POI2,13.00073
-73.56590,45.36680,-73.566024,45.521629,POI3,17.221607
-113.49900,53.48290,-113.485734,53.546167,POI2,7.091665
-113.55200,53.26680,-113.485734,53.546167,POI2,31.383064
-113.40525,53.35881,-113.485734,53.546167,POI2,21.510729
-113.51200,53.54510,-113.485734,53.546167,POI2,1.7399933
-73.55000,45.53655,-73.566024,45.521629,POI3,2.0769012
-113.38600,53.46530,-113.485734,53.546167,POI2,11.155115
-73.70970,45.53120,-73.566024,45.521629,POI3,11.246513
-73.63864,45.46921,-73.566024,45.521629,POI3,8.127164
-113.57970,53.51810,-113.485734,53.546167,POI2,6.9525867
-113.41400,53.46500,-113.485734,53.546167,POI2,10.199385
-73.61160,45.55140,-73.566024,45.521629,POI3,4.8553433
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.93057,53.55687,-113.485734,53.546167,POI2,29.41953
-73.20390,45.58460,-73.566024,45.521629,POI3,29.061924
-113.51200,53.54510,-113.485734,53.546167,POI2,1.7399933
-113.37850,53.46350,-113.485734,53.546167,POI2,11.61351
-73.80710,45.57770,-73.566024,45.521629,POI3,19.786793
-113.52450,53.63130,-113.485734,53.546167,POI2,9.809132
-113.41860,53.62290,-113.485734,53.546167,POI2,9.617507
-73.75100,45.44310,-73.566024,45.521629,POI3,16.863998
-113.42367,53.42923,-113.485734,53.546167,POI2,13.640025
-113.59420,53.54797,-113.485734,53.546167,POI2,7.1711664
-113.44378,53.42027,-113.485734,53.546167,POI2,14.27617
-113.41400,53.35450,-113.485734,53.546167,POI2,21.842192
-72.95630,45.63937,-73.566024,45.521629,POI3,49.240677
-73.61160,45.55140,-73.566024,45.521629,POI3,4.8553433
-73.84140,45.63780,-73.566024,45.521629,POI3,25.0315
-113.53055,53.41976,-113.485734,53.546167,POI2,14.369726
-113.52154,53.43728,-113.485734,53.546167,POI2,12.341084
-113.44520,53.44217,-113.485734,53.546167,POI2,11.874457
-113.56800,53.48100,-113.485734,53.546167,POI2,9.063497
-113.57970,53.51810,-113.485734,53.546167,POI2,6.9525867
-113.43615,53.44144,-113.485734,53.546167,POI2,12.102028
-113.42489,53.45140,-113.485734,53.546167,POI2,11.2834835
-113.53200,53.55160,-113.485734,53.546167,POI2,3.1166706
-113.63345,53.50507,-113.485734,53.546167,POI2,10.784052
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-113.49200,53.55150,-113.485734,53.546167,POI2,0.7234268
-113.52209,53.54180,-113.485734,53.546167,POI2,2.4514952
-113.48805,53.63846,-113.485734,53.546167,POI2,10.266873
-113.51700,53.41040,-113.485734,53.546167,POI2,15.242508
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.52100,53.45640,-113.485734,53.546167,POI2,10.253751
-113.50000,53.55000,-113.485734,53.546167,POI2,1.0347149
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-73.68476,45.50376,-73.566024,45.521629,POI3,9.46583
-73.54680,45.61410,-73.566024,45.521629,POI3,10.393893
-113.50683,53.60360,-113.485734,53.546167,POI2,6.538437
-113.48721,53.60754,-113.485734,53.546167,POI2,6.8272047
-73.91930,45.53950,-73.566024,45.521629,POI3,27.59881
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.52500,53.44270,-113.485734,53.546167,POI2,11.798271
-113.42385,53.59430,-113.485734,53.546167,POI2,6.7358594
-113.25120,53.52800,-113.485734,53.546167,POI2,15.634797
-113.42470,53.54919,-113.485734,53.546167,POI2,4.047582
-113.44520,53.44217,-113.485734,53.546167,POI2,11.874457
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-73.69410,45.53780,-73.566024,45.521629,POI3,10.14059
-113.46117,53.45970,-113.485734,53.546167,POI2,9.754039
-73.70970,45.53120,-73.566024,45.521629,POI3,11.246513
-113.42408,53.57710,-113.485734,53.546167,POI2,5.331919
-113.29520,53.55600,-113.485734,53.546167,POI2,12.638334
-113.62300,53.51290,-113.485734,53.546167,POI2,9.800828
-113.62300,53.51290,-113.485734,53.546167,POI2,9.800828
-113.57850,53.41790,-113.485734,53.546167,POI2,15.532303
-113.32417,53.51292,-113.485734,53.546167,POI2,11.303968
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-113.68478,53.50756,-113.485734,53.546167,POI2,13.843802
-113.51700,53.41040,-113.485734,53.546167,POI2,15.242508
-113.58351,53.53812,-113.485734,53.546167,POI2,6.5243154
-113.62300,53.51290,-113.485734,53.546167,POI2,9.800828
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.42240,53.45570,-113.485734,53.546167,POI2,10.900201
-113.44000,53.59550,-113.485734,53.546167,POI2,6.2638397
-113.40200,53.44870,-113.485734,53.546167,POI2,12.174886
-113.63530,53.63340,-113.485734,53.546167,POI2,13.843935
-113.29520,53.55600,-113.485734,53.546167,POI2,12.638334
-73.75100,45.44310,-73.566024,45.521629,POI3,16.863998
-113.41450,53.45930,-113.485734,53.546167,POI2,10.750233
-113.47600,53.62880,-113.485734,53.546167,POI2,9.213697
-113.44520,53.44217,-113.485734,53.546167,POI2,11.874457
-113.40550,53.35872,-113.485734,53.546167,POI2,21.516333
-113.51200,53.54510,-113.485734,53.546167,POI2,1.7399933
-113.46100,53.45010,-113.485734,53.546167,POI2,10.810109
-73.60430,45.48730,-73.566024,45.521629,POI3,4.845981
-113.57970,53.51810,-113.485734,53.546167,POI2,6.9525867
-113.54900,53.26170,-113.485734,53.546167,POI2,31.918127
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-73.58576,45.54955,-73.566024,45.521629,POI3,3.4654765
-113.46700,53.56820,-113.485734,53.546167,POI2,2.7455835
-113.44000,53.59550,-113.485734,53.546167,POI2,6.2638397
-73.55580,45.50470,-73.566024,45.521629,POI3,2.0446935
-73.50230,45.51830,-73.566024,45.521629,POI3,4.980075
-113.40559,53.35874,-113.485734,53.546167,POI2,21.512705
-113.58200,53.53140,-113.485734,53.546167,POI2,6.571897
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-113.41400,53.35450,-113.485734,53.546167,POI2,21.842192
-73.51670,45.60730,-73.566024,45.521629,POI3,10.274158
-113.61268,53.62232,-113.485734,53.546167,POI2,11.916884
-113.42600,53.41430,-113.485734,53.546167,POI2,15.191137
-113.25629,53.56128,-113.485734,53.546167,POI2,15.254141
-73.60470,45.53300,-73.566024,45.521629,POI3,3.2684355
-113.44523,53.44218,-113.485734,53.546167,POI2,11.872926
-113.44000,53.59550,-113.485734,53.546167,POI2,6.2638397
-73.44950,45.53620,-73.566024,45.521629,POI3,9.223294
-113.55200,53.51780,-113.485734,53.546167,POI2,5.3989515
-113.46337,53.53397,-113.485734,53.546167,POI2,2.0064332
-113.44670,53.58950,-113.485734,53.546167,POI2,5.466258
-113.51700,53.41040,-113.485734,53.546167,POI2,15.242508
-113.55100,53.56360,-113.485734,53.546167,POI2,4.7284236
-113.39560,53.47950,-113.485734,53.546167,POI2,9.514658
-113.53055,53.41976,-113.485734,53.546167,POI2,14.369726
-113.55200,53.26680,-113.485734,53.546167,POI2,31.383064
-113.44116,53.44624,-113.485734,53.546167,POI2,11.49952
-113.41400,53.35450,-113.485734,53.546167,POI2,21.842192
-113.59500,53.42490,-113.485734,53.546167,POI2,15.304823
-113.38600,53.46530,-113.485734,53.546167,POI2,11.155115
-73.48330,45.65000,-73.566024,45.521629,POI3,15.663584
-113.61797,53.50827,-113.485734,53.546167,POI2,9.706457
-113.44523,53.44218,-113.485734,53.546167,POI2,11.872926
-113.58200,53.53140,-113.485734,53.546167,POI2,6.571897
-113.40200,53.44870,-113.485734,53.546167,POI2,12.174886
-113.59428,53.54813,-113.485734,53.546167,POI2,7.176957
-113.59869,53.51351,-113.485734,53.546167,POI2,8.304676
-113.43615,53.44144,-113.485734,53.546167,POI2,12.102028
-113.48300,53.47390,-113.485734,53.546167,POI2,8.04028
-113.52100,53.45640,-113.485734,53.546167,POI2,10.253751
-113.58200,53.53140,-113.485734,53.546167,POI2,6.571897
-113.43071,53.40541,-113.485734,53.546167,POI2,16.07453
-73.84140,45.63780,-73.566024,45.521629,POI3,25.0315
-113.56900,53.45830,-113.485734,53.546167,POI2,11.219017
-113.62300,53.51290,-113.485734,53.546167,POI2,9.800828
-73.46368,45.49550,-73.566024,45.521629,POI3,8.490636
-73.60310,45.52180,-73.566024,45.521629,POI3,2.8894675
-73.42221,45.49865,-73.566024,45.521629,POI3,11.497704
-73.57980,45.49780,-73.566024,45.521629,POI3,2.859758
-113.49900,53.48290,-113.485734,53.546167,POI2,7.091665
-113.56100,53.53190,-113.485734,53.546167,POI2,5.222124
-113.53800,53.59720,-113.485734,53.546167,POI2,6.6437144
-73.62510,45.60960,-73.566024,45.521629,POI3,10.81245
-113.44520,53.44217,-113.485734,53.546167,POI2,11.874457
-113.49900,53.48290,-113.485734,53.546167,POI2,7.091665
-113.54100,53.61340,-113.485734,53.546167,POI2,8.321356
-113.44653,53.58879,-113.485734,53.546167,POI2,5.402136
-113.40328,53.57743,-113.485734,53.546167,POI2,6.4626613
-113.59419,53.54798,-113.485734,53.546167,POI2,7.170536
-113.63462,53.49723,-113.485734,53.546167,POI2,11.250066
-113.83130,53.40200,-113.485734,53.546167,POI2,27.937643
-73.54480,45.60890,-73.566024,45.521629,POI3,9.846832
-73.71184,45.52791,-73.566024,45.521629,POI3,11.384563
-113.37850,53.46350,-113.485734,53.546167,POI2,11.61351
-113.52100,53.45640,-113.485734,53.546167,POI2,10.253751
-113.45967,53.60844,-113.485734,53.546167,POI2,7.137288
-113.55100,53.56360,-113.485734,53.546167,POI2,4.7284236
-73.00710,45.41600,-73.566024,45.521629,POI3,45.1542
-113.42497,53.45136,-113.485734,53.546167,POI2,11.285754
-113.55441,53.55922,-113.485734,53.546167,POI2,4.76469
-113.48718,53.60750,-113.485734,53.546167,POI2,6.8227277
-113.38600,53.46530,-113.485734,53.546167,POI2,11.155115
-73.56866,45.57176,-73.566024,45.521629,POI3,5.579842
-73.67900,45.53700,-73.566024,45.521629,POI3,8.967738
-113.49825,53.55848,-113.485734,53.546167,POI2,1.5999254
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-73.63410,45.54350,-73.566024,45.521629,POI3,5.835526
-113.39653,53.47359,-113.485734,53.546167,POI2,9.999266
-113.41200,53.45790,-113.485734,53.546167,POI2,10.96303
-73.70970,45.53120,-73.566024,45.521629,POI3,11.246513
-113.45364,53.61601,-113.485734,53.546167,POI2,8.052524
-73.58370,45.49340,-73.566024,45.521629,POI3,3.4289281
-113.50000,53.55000,-113.485734,53.546167,POI2,1.0347149
-113.35728,53.47047,-113.485734,53.546167,POI2,11.962159
-113.42168,53.55270,-113.485734,53.546167,POI2,4.2949195
-113.39550,53.60368,-113.485734,53.546167,POI2,8.742964
-113.45189,53.46710,-113.485734,53.546167,POI2,9.075106
-113.51700,53.41040,-113.485734,53.546167,POI2,15.242508
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-113.45300,53.50460,-113.485734,53.546167,POI2,5.1050477
-73.54530,45.54240,-73.566024,45.521629,POI3,2.8187246
-73.29180,45.44910,-73.566024,45.521629,POI3,22.855717
-113.58010,53.45670,-113.485734,53.546167,POI2,11.747693
-73.56200,45.50200,-73.566024,45.521629,POI3,2.2057447
-113.38600,53.46530,-113.485734,53.546167,POI2,11.155115
-113.44100,53.62400,-113.485734,53.546167,POI2,9.147369
-73.54480,45.60890,-73.566024,45.521629,POI3,9.846832
-73.56410,45.58840,-73.566024,45.521629,POI3,7.4284387
-113.48300,53.47390,-113.485734,53.546167,POI2,8.04028
-113.55077,53.55969,-113.485734,53.546167,POI2,4.5531697
-73.57387,45.58162,-73.566024,45.521629,POI3,6.7007155
-113.57970,53.51810,-113.485734,53.546167,POI2,6.9525867
-73.55920,45.50960,-73.566024,45.521629,POI3,1.4398198
-73.58370,45.49340,-73.566024,45.521629,POI3,3.4289281
-73.46130,45.51890,-73.566024,45.521629,POI3,8.167198
-73.75740,45.50340,-73.566024,45.521629,POI3,15.053913
-74.08840,45.71160,-73.566024,45.521629,POI3,45.80588
-113.44511,53.44234,-113.485734,53.546167,POI2,11.857385
-113.62345,53.51330,-113.485734,53.546167,POI2,9.811681
-113.58370,53.53820,-113.485734,53.546167,POI2,6.5355363
-73.56434,45.51351,-73.566024,45.521629,POI3,0.9125625
-73.57117,45.46202,-73.566024,45.521629,POI3,6.6424294
-113.13330,53.55000,-113.485734,53.546167,POI2,23.295176
-113.50680,53.62580,-113.485734,53.546167,POI2,8.966113
-73.63290,45.49010,-73.566024,45.521629,POI3,6.2830505
-113.45200,53.41130,-113.485734,53.546167,POI2,15.166523
-73.58370,45.49340,-73.566024,45.521629,POI3,3.4289281
-113.39650,53.47345,-113.485734,53.546167,POI2,10.013017
-73.70970,45.53120,-73.566024,45.521629,POI3,11.246513
-113.50060,53.49909,-113.485734,53.546167,POI2,5.327842
-113.42294,53.61857,-113.485734,53.546167,POI2,9.058162
-113.37000,53.51050,-113.485734,53.546167,POI2,8.619352
-73.66700,45.53350,-73.566024,45.521629,POI3,7.978458
-113.51030,53.53660,-113.485734,53.546167,POI2,1.9413779
-113.36140,53.65850,-113.485734,53.546167,POI2,14.948683
-73.48480,45.46930,-73.566024,45.521629,POI3,8.601415
-113.54193,53.61568,-113.485734,53.546167,POI2,8.576343
-73.82049,45.57970,-73.566024,45.521629,POI3,20.846731
-73.56200,45.50200,-73.566024,45.521629,POI3,2.2057447
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.52300,53.46070,-113.485734,53.546167,POI2,9.820964
-113.52100,53.45640,-113.485734,53.546167,POI2,10.253751
-113.44520,53.44217,-113.485734,53.546167,POI2,11.874457
-113.45300,53.50460,-113.485734,53.546167,POI2,5.1050477
-113.48300,53.47390,-113.485734,53.546167,POI2,8.04028
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.43849,53.36369,-113.485734,53.546167,POI2,20.536667
-73.60470,45.53300,-73.566024,45.521629,POI3,3.2684355
-73.62510,45.60960,-73.566024,45.521629,POI3,10.81245
-113.45903,53.56078,-113.485734,53.546167,POI2,2.399085
-113.49200,53.55150,-113.485734,53.546167,POI2,0.7234268
-73.61160,45.55140,-73.566024,45.521629,POI3,4.8553433
-113.45629,53.47192,-113.485734,53.546167,POI2,8.485039
-73.62910,45.50660,-73.566024,45.521629,POI3,5.1927342
-73.82049,45.57970,-73.566024,45.521629,POI3,20.846731
-113.53055,53.41976,-113.485734,53.546167,POI2,14.369726
-113.38873,53.47955,-113.485734,53.546167,POI2,9.80156
-113.93833,53.54759,-113.485734,53.546167,POI2,29.911922
-113.42470,53.54919,-113.485734,53.546167,POI2,4.047582
-113.55200,53.26680,-113.485734,53.546167,POI2,31.383064
-73.50700,45.53700,-73.566024,45.521629,POI3,4.9067373
-73.29180,45.44910,-73.566024,45.521629,POI3,22.855717
-113.59000,53.44000,-113.485734,53.546167,POI2,13.676807
-113.47077,53.56757,-113.485734,53.546167,POI2,2.5778039
-113.68600,53.53770,-113.485734,53.546167,POI2,13.270354
-73.55580,45.50470,-73.566024,45.521629,POI3,2.0446935
-73.28940,45.87387,-73.566024,45.521629,POI3,44.686417
-73.48020,45.53780,-73.566024,45.521629,POI3,6.92515
-113.49500,53.54420,-113.485734,53.546167,POI2,0.65031314
-113.28300,53.53980,-113.485734,53.546167,POI2,13.418389
-113.42400,53.60790,-113.485734,53.546167,POI2,7.985714
-113.59420,53.54797,-113.485734,53.546167,POI2,7.1711664
-113.55200,53.51780,-113.485734,53.546167,POI2,5.3989515
-113.59419,53.54798,-113.485734,53.546167,POI2,7.170536
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-73.55284,45.50986,-73.566024,45.521629,POI3,1.6641922
-73.60470,45.53300,-73.566024,45.521629,POI3,3.2684355
-73.64152,45.49790,-73.566024,45.521629,POI3,6.4495854
-73.66719,45.51351,-73.566024,45.521629,POI3,7.9361925
-113.68117,53.51853,-113.485734,53.546167,POI2,13.281228
-113.57850,53.41790,-113.485734,53.546167,POI2,15.532303
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-113.57850,53.41790,-113.485734,53.546167,POI2,15.532303
-113.63567,53.50338,-113.485734,53.546167,POI2,10.997394
-113.48692,53.60753,-113.485734,53.546167,POI2,6.8258457
-113.42265,53.46364,-113.485734,53.546167,POI2,10.083592
-113.55260,53.58500,-113.485734,53.546167,POI2,6.1780477
-73.48330,45.65000,-73.566024,45.521629,POI3,15.663584
-113.41490,53.46640,-113.485734,53.546167,POI2,10.033827
-73.58370,45.49340,-73.566024,45.521629,POI3,3.4289281
-113.38600,53.46530,-113.485734,53.546167,POI2,11.155115
-73.54480,45.60890,-73.566024,45.521629,POI3,9.846832
-113.64252,53.42205,-113.485734,53.546167,POI2,17.270712
-73.45620,45.50906,-73.566024,45.521629,POI3,8.673185
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.45850,53.37530,-113.485734,53.546167,POI2,19.090889
-73.68476,45.50376,-73.566024,45.521629,POI3,9.46583
-73.48330,45.65000,-73.566024,45.521629,POI3,15.663584
-113.54723,53.57741,-113.485734,53.546167,POI2,5.3462863
-113.51200,53.50740,-113.485734,53.546167,POI2,4.6486473
-73.56410,45.58840,-73.566024,45.521629,POI3,7.4284387
-73.84140,45.63780,-73.566024,45.521629,POI3,25.0315
-73.64290,45.42510,-73.566024,45.521629,POI3,12.297805
-113.33206,53.52285,-113.485734,53.546167,POI2,10.484937
-113.67157,53.49550,-113.485734,53.546167,POI2,13.51985
-113.52100,53.45640,-113.485734,53.546167,POI2,10.253751
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-113.62899,53.51351,-113.485734,53.546167,POI2,10.144094
-113.41450,53.45930,-113.485734,53.546167,POI2,10.750233
-73.68476,45.50376,-73.566024,45.521629,POI3,9.46583
-113.49400,53.53880,-113.485734,53.546167,POI2,0.984866
-73.59320,45.52380,-73.566024,45.521629,POI3,2.1315634
-113.52367,53.40441,-113.485734,53.546167,POI2,15.966354
-73.75210,45.53060,-73.566024,45.521629,POI3,14.534421
-113.31670,53.51670,-113.485734,53.546167,POI2,11.646068
-113.55200,53.26680,-113.485734,53.546167,POI2,31.383064
-113.49200,53.55150,-113.485734,53.546167,POI2,0.7234268
-113.59966,53.54256,-113.485734,53.546167,POI2,7.5403676
-113.41780,53.41540,-113.485734,53.546167,POI2,15.224413
-113.44100,53.62400,-113.485734,53.546167,POI2,9.147369
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-73.63740,45.48200,-73.566024,45.521629,POI3,7.0987873
-73.77620,45.52090,-73.566024,45.521629,POI3,16.379751
-113.61400,53.64150,-113.485734,53.546167,POI2,13.569869
-113.44523,53.44218,-113.485734,53.546167,POI2,11.872926
-113.53460,53.40503,-113.485734,53.546167,POI2,16.028482
-113.22424,53.64671,-113.485734,53.546167,POI2,20.567692
-113.54443,53.60498,-113.485734,53.546167,POI2,7.60408
-113.51030,53.53660,-113.485734,53.546167,POI2,1.9413779
-73.56200,45.50200,-73.566024,45.521629,POI3,2.2057447
-113.47631,53.60982,-113.485734,53.546167,POI2,7.107414
-113.53742,53.43980,-113.485734,53.546167,POI2,12.315631
-113.58010,53.45670,-113.485734,53.546167,POI2,11.747693
-73.60310,45.52180,-73.566024,45.521629,POI3,2.8894675
-113.41450,53.45930,-113.485734,53.546167,POI2,10.750233
-113.53741,53.43980,-113.485734,53.546167,POI2,12.315448
-74.00120,45.80320,-73.566024,45.521629,POI3,46.100845
-113.39114,53.47821,-113.485734,53.546167,POI2,9.812381
-113.50035,53.49913,-113.485734,53.546167,POI2,5.3204417
-113.52367,53.40441,-113.485734,53.546167,POI2,15.966354
-73.46110,45.42890,-73.566024,45.521629,POI3,13.16647
-113.51344,53.54955,-113.485734,53.546167,POI2,1.8692813
-113.59434,53.54799,-113.485734,53.546167,POI2,7.1804757
-73.62150,45.43630,-73.566024,45.521629,POI3,10.430787
-113.54020,53.61637,-113.485734,53.546167,POI2,8.59717
-113.49200,53.55150,-113.485734,53.546167,POI2,0.7234268
-113.41870,53.35010,-113.485734,53.546167,POI2,22.255985
-113.49740,53.54280,-113.485734,53.546167,POI2,0.8571787
-73.55920,45.50960,-73.566024,45.521629,POI3,1.4398198
-73.45620,45.50906,-73.566024,45.521629,POI3,8.673185
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.52370,53.40440,-113.485734,53.546167,POI2,15.967766
-113.52450,53.63130,-113.485734,53.546167,POI2,9.809132
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.39653,53.47359,-113.485734,53.546167,POI2,9.999266
-113.52635,53.41249,-113.485734,53.546167,POI2,15.1099825
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.58010,53.45670,-113.485734,53.546167,POI2,11.747693
-73.67442,45.53363,-73.566024,45.521629,POI3,8.551451
-73.62910,45.50660,-73.566024,45.521629,POI3,5.1927342
-113.47600,53.62880,-113.485734,53.546167,POI2,9.213697
-113.55810,53.44714,-113.485734,53.546167,POI2,12.010507
